Ano Censo;Categoria Administrativa;Sub Categoria Administrativa;Id Categoria Administrativa;Número de Matrículas;Número de Concluintes;Grau Acadêmico;Modalidade Ensino;Organização Acadêmica
2014;PRIVADA;PRIVADA;4;7527;1756;-;PRESENCIAL;UNIVERSIDADES
2014;PRIVADA;PRIVADA;4;820;251;-;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2014;PRIVADA;PRIVADA;4;3110;1234;-;PRESENCIAL;FACULDADES
2014;PRIVADA;PRIVADA;4;34;4;-;CURSO A DISTÂNCIA;UNIVERSIDADES
2014;PRIVADA;PRIVADA;4;1374169;161758;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2014;PRIVADA;PRIVADA;4;749935;80968;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2014;PRIVADA;PRIVADA;4;1609031;181115;BACHARELADO;PRESENCIAL;FACULDADES
2014;PRIVADA;PRIVADA;4;310411;30697;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2014;PRIVADA;PRIVADA;4;69733;7998;BACHARELADO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2014;PRIVADA;PRIVADA;4;3939;492;BACHARELADO;CURSO A DISTÂNCIA;FACULDADES
2014;PRIVADA;PRIVADA;4;119397;20525;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2014;PRIVADA;PRIVADA;4;68079;11287;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2014;PRIVADA;PRIVADA;4;234119;38607;LICENCIATURA;PRESENCIAL;FACULDADES
2014;PRIVADA;PRIVADA;4;285458;34337;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2014;PRIVADA;PRIVADA;4;122291;13380;LICENCIATURA;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2014;PRIVADA;PRIVADA;4;32668;15403;LICENCIATURA;CURSO A DISTÂNCIA;FACULDADES
2014;PRIVADA;PRIVADA;4;163127;38899;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2014;PRIVADA;PRIVADA;4;118650;28120;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2014;PRIVADA;PRIVADA;4;227732;50311;TECNOLÓGICO;PRESENCIAL;FACULDADES
2014;PRIVADA;PRIVADA;4;235490;42519;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2014;PRIVADA;PRIVADA;4;138011;28318;TECNOLÓGICO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2014;PRIVADA;PRIVADA;4;4468;593;TECNOLÓGICO;CURSO A DISTÂNCIA;FACULDADES
2013;PÚBLICA;FEDERAL;1;11520;5;-;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;FEDERAL;1;201;0;-;PRESENCIAL;FACULDADES
2013;PÚBLICA;FEDERAL;1;154;0;-;PRESENCIAL;IFs e CEFETs
2013;PÚBLICA;FEDERAL;1;679047;72226;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;FEDERAL;1;1118;185;BACHARELADO;PRESENCIAL;FACULDADES
2013;PÚBLICA;FEDERAL;1;34555;1826;BACHARELADO;PRESENCIAL;IFs e CEFETs
2013;PÚBLICA;FEDERAL;1;20443;1063;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PÚBLICA;FEDERAL;1;244;0;BACHARELADO;CURSO A DISTÂNCIA;IFs e CEFETs
2013;PÚBLICA;FEDERAL;1;227417;25114;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;FEDERAL;1;257;39;LICENCIATURA;PRESENCIAL;FACULDADES
2013;PÚBLICA;FEDERAL;1;35119;2577;LICENCIATURA;PRESENCIAL;IFs e CEFETs
2013;PÚBLICA;FEDERAL;1;60476;5050;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PÚBLICA;FEDERAL;1;5425;673;LICENCIATURA;CURSO A DISTÂNCIA;IFs e CEFETs
2013;PÚBLICA;FEDERAL;1;14379;2003;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;FEDERAL;1;41840;3822;TECNOLÓGICO;PRESENCIAL;IFs e CEFETs
2013;PÚBLICA;FEDERAL;1;2686;237;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PÚBLICA;FEDERAL;1;3070;521;TECNOLÓGICO;CURSO A DISTÂNCIA;IFs e CEFETs
2013;PÚBLICA;ESTADUAL;2;11525;67;-;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;ESTADUAL;2;59;0;-;PRESENCIAL;FACULDADES
2013;PÚBLICA;ESTADUAL;2;262063;34759;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;ESTADUAL;2;750;25;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PÚBLICA;ESTADUAL;2;7569;1360;BACHARELADO;PRESENCIAL;FACULDADES
2013;PÚBLICA;ESTADUAL;2;17330;7313;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PÚBLICA;ESTADUAL;2;197853;24148;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;ESTADUAL;2;10721;1630;LICENCIATURA;PRESENCIAL;FACULDADES
2013;PÚBLICA;ESTADUAL;2;29532;5430;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PÚBLICA;ESTADUAL;2;9228;1549;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;ESTADUAL;2;965;41;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PÚBLICA;ESTADUAL;2;57063;6636;TECNOLÓGICO;PRESENCIAL;FACULDADES
2013;PÚBLICA;ESTADUAL;2;67;1;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PÚBLICA;MUNICIPAL;3;16;0;-;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;MUNICIPAL;3;165;20;-;PRESENCIAL;FACULDADES
2013;PÚBLICA;MUNICIPAL;3;82222;12040;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;MUNICIPAL;3;20444;3189;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PÚBLICA;MUNICIPAL;3;35812;5239;BACHARELADO;PRESENCIAL;FACULDADES
2013;PÚBLICA;MUNICIPAL;3;4892;666;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PÚBLICA;MUNICIPAL;3;10295;2071;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;MUNICIPAL;3;3038;486;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PÚBLICA;MUNICIPAL;3;17222;3707;LICENCIATURA;PRESENCIAL;FACULDADES
2013;PÚBLICA;MUNICIPAL;3;2363;224;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PÚBLICA;MUNICIPAL;3;4238;1198;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2013;PÚBLICA;MUNICIPAL;3;495;112;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PÚBLICA;MUNICIPAL;3;1113;279;TECNOLÓGICO;PRESENCIAL;FACULDADES
2013;PÚBLICA;MUNICIPAL;3;8025;1839;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;10088;2234;-;PRESENCIAL;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;792;265;-;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PRIVADA;PRIVADA;4;6146;1185;-;PRESENCIAL;FACULDADES
2013;PRIVADA;PRIVADA;4;68;26;-;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;1278457;163379;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;652196;78488;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PRIVADA;PRIVADA;4;1496875;179344;BACHARELADO;PRESENCIAL;FACULDADES
2013;PRIVADA;PRIVADA;4;259780;29785;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;55037;3124;BACHARELADO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2013;PRIVADA;PRIVADA;4;3476;684;BACHARELADO;CURSO A DISTÂNCIA;FACULDADES
2013;PRIVADA;PRIVADA;4;121783;25522;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;65947;12375;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PRIVADA;PRIVADA;4;233329;42367;LICENCIATURA;PRESENCIAL;FACULDADES
2013;PRIVADA;PRIVADA;4;214561;32472;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;108720;13497;LICENCIATURA;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2013;PRIVADA;PRIVADA;4;30116;3971;LICENCIATURA;CURSO A DISTÂNCIA;FACULDADES
2013;PRIVADA;PRIVADA;4;171840;40795;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;120106;29213;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2013;PRIVADA;PRIVADA;4;233302;52194;TECNOLÓGICO;PRESENCIAL;FACULDADES
2013;PRIVADA;PRIVADA;4;196570;32801;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2013;PRIVADA;PRIVADA;4;127165;21230;TECNOLÓGICO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2013;PRIVADA;PRIVADA;4;3594;491;TECNOLÓGICO;CURSO A DISTÂNCIA;FACULDADES
2012;PÚBLICA;FEDERAL;1;8493;11;-;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;FEDERAL;1;219;0;-;PRESENCIAL;FACULDADES
2012;PÚBLICA;FEDERAL;1;114;0;-;PRESENCIAL;IFs e CEFETs
2012;PÚBLICA;FEDERAL;1;643137;66575;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;FEDERAL;1;1088;220;BACHARELADO;PRESENCIAL;FACULDADES
2012;PÚBLICA;FEDERAL;1;28103;1260;BACHARELADO;PRESENCIAL;IFs e CEFETs
2012;PÚBLICA;FEDERAL;1;19448;2010;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PÚBLICA;FEDERAL;1;304;0;BACHARELADO;CURSO A DISTÂNCIA;IFs e CEFETs
2012;PÚBLICA;FEDERAL;1;219848;21495;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;FEDERAL;1;240;13;LICENCIATURA;PRESENCIAL;FACULDADES
2012;PÚBLICA;FEDERAL;1;30551;1640;LICENCIATURA;PRESENCIAL;IFs e CEFETs
2012;PÚBLICA;FEDERAL;1;66536;6366;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PÚBLICA;FEDERAL;1;5003;577;LICENCIATURA;CURSO A DISTÂNCIA;IFs e CEFETs
2012;PÚBLICA;FEDERAL;1;14333;1639;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;FEDERAL;1;39171;3428;TECNOLÓGICO;PRESENCIAL;IFs e CEFETs
2012;PÚBLICA;FEDERAL;1;2527;117;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PÚBLICA;FEDERAL;1;8393;5825;TECNOLÓGICO;CURSO A DISTÂNCIA;IFs e CEFETs
2012;PÚBLICA;ESTADUAL;2;13581;45;-;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;ESTADUAL;2;60;0;-;PRESENCIAL;FACULDADES
2012;PÚBLICA;ESTADUAL;2;260292;38392;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;ESTADUAL;2;675;60;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PÚBLICA;ESTADUAL;2;8341;1487;BACHARELADO;PRESENCIAL;FACULDADES
2012;PÚBLICA;ESTADUAL;2;29364;11785;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PÚBLICA;ESTADUAL;2;204799;29111;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;ESTADUAL;2;10759;1577;LICENCIATURA;PRESENCIAL;FACULDADES
2012;PÚBLICA;ESTADUAL;2;35285;6034;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PÚBLICA;ESTADUAL;2;10738;1889;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;ESTADUAL;2;1014;70;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PÚBLICA;ESTADUAL;2;50437;5903;TECNOLÓGICO;PRESENCIAL;FACULDADES
2012;PÚBLICA;ESTADUAL;2;129;66;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PÚBLICA;MUNICIPAL;3;156;14;-;PRESENCIAL;FACULDADES
2012;PÚBLICA;MUNICIPAL;3;79999;11732;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;MUNICIPAL;3;17703;3161;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PÚBLICA;MUNICIPAL;3;36805;5350;BACHARELADO;PRESENCIAL;FACULDADES
2012;PÚBLICA;MUNICIPAL;3;4518;434;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PÚBLICA;MUNICIPAL;3;10240;2088;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;MUNICIPAL;3;1896;516;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PÚBLICA;MUNICIPAL;3;17330;3181;LICENCIATURA;PRESENCIAL;FACULDADES
2012;PÚBLICA;MUNICIPAL;3;1996;142;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PÚBLICA;MUNICIPAL;3;4391;1151;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2012;PÚBLICA;MUNICIPAL;3;584;176;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PÚBLICA;MUNICIPAL;3;1097;280;TECNOLÓGICO;PRESENCIAL;FACULDADES
2012;PÚBLICA;MUNICIPAL;3;8121;1796;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;10464;2643;-;PRESENCIAL;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;1211;449;-;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PRIVADA;PRIVADA;4;8522;2482;-;PRESENCIAL;FACULDADES
2012;PRIVADA;PRIVADA;4;108;12;-;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;1236668;176491;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;619013;91387;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PRIVADA;PRIVADA;4;1412206;195965;BACHARELADO;PRESENCIAL;FACULDADES
2012;PRIVADA;PRIVADA;4;259260;26344;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;43942;4180;BACHARELADO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2012;PRIVADA;PRIVADA;4;2827;653;BACHARELADO;CURSO A DISTÂNCIA;FACULDADES
2012;PRIVADA;PRIVADA;4;129497;30784;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;70632;14615;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PRIVADA;PRIVADA;4;220801;43209;LICENCIATURA;PRESENCIAL;FACULDADES
2012;PRIVADA;PRIVADA;4;208500;41018;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;99249;12912;LICENCIATURA;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2012;PRIVADA;PRIVADA;4;33397;8614;LICENCIATURA;CURSO A DISTÂNCIA;FACULDADES
2012;PRIVADA;PRIVADA;4;173765;41849;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;118273;28123;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2012;PRIVADA;PRIVADA;4;226880;51274;TECNOLÓGICO;PRESENCIAL;FACULDADES
2012;PRIVADA;PRIVADA;4;166961;26146;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2012;PRIVADA;PRIVADA;4;112595;18379;TECNOLÓGICO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2012;PRIVADA;PRIVADA;4;5495;924;TECNOLÓGICO;CURSO A DISTÂNCIA;FACULDADES
2011;PÚBLICA;FEDERAL;1;5971;19;-;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;195;0;-;PRESENCIAL;FACULDADES
2011;PÚBLICA;FEDERAL;1;161;0;-;PRESENCIAL;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;604463;65440;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;1069;236;BACHARELADO;PRESENCIAL;FACULDADES
2011;PÚBLICA;FEDERAL;1;22768;1108;BACHARELADO;PRESENCIAL;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;20905;2179;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;113;0;BACHARELADO;CURSO A DISTÂNCIA;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;218276;25735;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;199;6;LICENCIATURA;PRESENCIAL;FACULDADES
2011;PÚBLICA;FEDERAL;1;22554;1002;LICENCIATURA;PRESENCIAL;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;63785;3539;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;4371;417;LICENCIATURA;CURSO A DISTÂNCIA;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;13974;1254;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;37534;3602;TECNOLÓGICO;PRESENCIAL;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;2551;416;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;14125;6223;TECNOLÓGICO;CURSO A DISTÂNCIA;IFs e CEFETs
2011;PÚBLICA;ESTADUAL;2;10770;0;-;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;257226;37116;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;551;0;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;ESTADUAL;2;8024;1212;BACHARELADO;PRESENCIAL;FACULDADES
2011;PÚBLICA;ESTADUAL;2;32673;4056;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;206906;31017;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;11275;1471;LICENCIATURA;PRESENCIAL;FACULDADES
2011;PÚBLICA;ESTADUAL;2;35913;6598;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;9809;1509;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;1072;151;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;ESTADUAL;2;42674;4504;TECNOLÓGICO;PRESENCIAL;FACULDADES
2011;PÚBLICA;ESTADUAL;2;2566;252;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;144;14;-;PRESENCIAL;FACULDADES
2011;PÚBLICA;MUNICIPAL;3;46145;6704;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;11664;1586;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;MUNICIPAL;3;33938;4675;BACHARELADO;PRESENCIAL;FACULDADES
2011;PÚBLICA;MUNICIPAL;3;6420;1456;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;1373;249;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;MUNICIPAL;3;16541;3531;LICENCIATURA;PRESENCIAL;FACULDADES
2011;PÚBLICA;MUNICIPAL;3;716;0;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;2879;757;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;238;37;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;MUNICIPAL;3;905;308;TECNOLÓGICO;PRESENCIAL;FACULDADES
2011;PÚBLICA;MUNICIPAL;3;206;19;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;12527;2560;-;PRESENCIAL;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;2723;1409;-;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;10220;1919;-;PRESENCIAL;FACULDADES
2011;PRIVADA;PRIVADA;4;135;77;-;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;1229200;182904;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;583629;89208;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;1397746;192806;BACHARELADO;PRESENCIAL;FACULDADES
2011;PRIVADA;PRIVADA;4;205958;15694;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;35723;2675;BACHARELADO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;4036;372;BACHARELADO;CURSO A DISTÂNCIA;FACULDADES
2011;PRIVADA;PRIVADA;4;146816;33285;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;74341;16674;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;222079;46457;LICENCIATURA;PRESENCIAL;FACULDADES
2011;PRIVADA;PRIVADA;4;187981;38852;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;72440;13183;LICENCIATURA;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;64343;14635;LICENCIATURA;CURSO A DISTÂNCIA;FACULDADES
2011;PRIVADA;PRIVADA;4;174802;40584;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;101994;24181;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;220683;44396;TECNOLÓGICO;PRESENCIAL;FACULDADES
2011;PRIVADA;PRIVADA;4;145564;23562;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;37994;4739;TECNOLÓGICO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;60964;14141;TECNOLÓGICO;CURSO A DISTÂNCIA;FACULDADES
2010;PÚBLICA;FEDERAL;1;5026;1;-;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;184;0;-;PRESENCIAL;FACULDADES
2010;PÚBLICA;FEDERAL;1;541920;62617;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;1102;233;BACHARELADO;PRESENCIAL;FACULDADES
2010;PÚBLICA;FEDERAL;1;19423;693;BACHARELADO;PRESENCIAL;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;20177;1387;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;69;0;BACHARELADO;CURSO A DISTÂNCIA;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;205124;24305;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;185;17;LICENCIATURA;PRESENCIAL;FACULDADES
2010;PÚBLICA;FEDERAL;1;15188;756;LICENCIATURA;PRESENCIAL;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;62676;4718;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;4149;4;LICENCIATURA;CURSO A DISTÂNCIA;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;11869;1184;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;33961;3637;TECNOLÓGICO;PRESENCIAL;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;2935;14;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;14716;380;TECNOLÓGICO;CURSO A DISTÂNCIA;IFs e CEFETs
2010;PÚBLICA;ESTADUAL;2;10962;195;-;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;247888;34345;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;311;0;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PÚBLICA;ESTADUAL;2;7855;1398;BACHARELADO;PRESENCIAL;FACULDADES
2010;PÚBLICA;ESTADUAL;2;35794;182;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;202366;24974;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;11367;1559;LICENCIATURA;PRESENCIAL;FACULDADES
2010;PÚBLICA;ESTADUAL;2;35778;3285;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;10248;1279;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;888;53;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PÚBLICA;ESTADUAL;2;33008;3235;TECNOLÓGICO;PRESENCIAL;FACULDADES
2010;PÚBLICA;ESTADUAL;2;4842;2220;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;MUNICIPAL;3;130;16;-;PRESENCIAL;FACULDADES
2010;PÚBLICA;MUNICIPAL;3;30973;4874;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;MUNICIPAL;3;11211;1553;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
